Meld,Amount,Notes,Unit,Property Name,Address line 1,City,State,Postal code
TMZ1PVAB,289.50,"Materials include sealant, paper towels, trash bag, adhesive,etc.",1,,1744 Dixdale Avenue,Louisville,KY,40210
T4YA4VEB,65.00,,103,,100 Slate Run - 103,Bardstown,KY,40004
TCRWETBB,635.00,"Materials include rubber p trap,
Sealant.

Removed old wall mounted sink and mounting plate. 

Removed a section of base board and quarter round. 

Installed new compact vanity with sink. 

Installed new faucet popup combo. 

Installed new feed lines. 

Tested connections. 

No leak after installing.",3,,319 West Lee Street - 3,Louisville,KY,40208
TPCP86LB,65.00,,147,,100 Slate Run - 147,Bardstown,KY,40004
TR2F478,65.00,,1,,711 Compton St,Louisville,KY,40208
T92N2NL,97.50,,2,,4730 Southern Parkway - 2,Louisville,KY,40214
TIGNPBX,109.50,,212,,1743 Culbertson Avenue,New Albany,IN,47150
TDW3EVBB,65.00,,3,,810 West Vine Street - 3,Radcliff,KY,40160
T10HMKN,285.00,,1,,2511 Dixie Highway - 1,Louisville,KY,40216
T0C8MRBB,172.50,"Materials include locks, hasps, screws etc.",1,,4730 Southern Parkway - 1,Louisville,KY,40214
TW3GKG7,200.00,"Materials include paper towels, trash bag, sealant, putty, etc.",1B,,300 Keeneland Drive - 1B,Elizabethtown,KY,42701
T1P8HX6,177.00,"Repaired toilet installed all new parts toilet was leaking around rubber gasket in between the tank and bowel 

Looked at dishwasher we will order parts office will schedule when parts come in 

There was ice on gutters",Unit 1,,927 N Lakeview Dr,Louisville,KY,40229
T8CDYTF,326.50,,1,,2511 Dixie Highway - 1,Louisville,KY,40216
T4CMHV9,65.00,,1,,1021 West Whitney Avenue,Louisville,KY,40215
TVKV22Y,130.00,,5,,210 West Blue Lick Road - 5,Shepherdsville,KY,40165
TR9XY3FB,78.00,,3,,4728 Southern Parkway - 3,Louisville,KY,40214
T3GG9MZ,65.00,,205,,2430 McKindree Ct,Louisville,KY,40211
TP3P0ZB,162.50,,158,,100 Slate Run -158,Bardstown,KY,40004
T7YIUDCB,167.50,"Materials include drywall anchors, screws, etc.",3,,4813 Saddlebrook Lane - 3,Louisville,KY,40216
T7H8MG5,65.00,,1,,4901 Saddlebrook Lane - 1,Louisville,KY,40216
TIRXVN0,65.00,,141,,100 Slate Run - 141,Bardstown,KY,40004
TWQHRPIB,314.00,"Repaired plugs 
Installed new gfi in kitchen 
We lost power in the hole unit had to repair breaker 
Installed smoke/co2 combination alarm in common area
John is working on windows",4,,8801 Malvern Hill Road - 4,Louisville,KY,40242
T7LLVM2,145.00,,2,,4813 Saddlebrook Lane - 2,Louisville,KY,40216
T2HZ8LR,112.50,,1,,1908 Crums Lane - 1,Louisville,KY,40216
TE42R7GB,272.00,,2,,1709 Valley Forge Way - 2,Louisville,KY,40215
TG8NUML,256.00,,2,,2211 Gerald Court - 2,Louisville,KY,40218
T2CILU7,262.50,,1,,2414 Parkdale Avenue,Louisville,KY,40220
TYZFL5D,85.00,,24,,1601 Gagel Avenue - 24,Louisville,KY,40216
T2076ZKB,65.00,,1,,206 Ottawa Avenue,Louisville,KY,40209
T4HEVQ5,287.00,,1,,1429 Nightingale Road - 1,Louisville,KY,40213
TYU4PMBB,310.00,,1,,2705 Butler Road,Louisville,KY,40216
TD2R2UEB,142.50,,1,,5903 Brandon Dunes Drive,Louisville,KY,40228
TWPQT7BB,130.00,,10,,111 E O'Bryan Avenue -10,Bardstown,KY,40004
TZZVCVR,65.00,,124,,4319 Sanders Lane - 124,Louisville,KY,40216
T1B9C95,65.00,,124,,4319 Sanders Lane - 124,Louisville,KY,40216
THAJQMW,65.00,,4622- 5,,4622 Southern Parkway - 5,Louisville,KY,40214
T3ZE2PEB,65.00,,119,,4319 Sanders Lane - 119,Louisville,KY,40216
T9YPNEEB,97.50,,119,,4319 Sanders Lane - 119,Louisville,KY,40216
TIDCJTD,130.00,,26,,111 E O'Bryan Avenue -26,Bardstown,KY,40004
T4CP577,65.00,,4626- 2,,4626 Southern Parkway - 2,Louisville,KY,40214
TGQLZKT,132.74,,10,,111 E O'Bryan Avenue -10,Bardstown,KY,40004
T9YG2PJB,172.50,,1,,4909 Saddlebrook Lane - 1,Louisville,KY,40216
TZZB888,286.00,,24,,1601 Gagel Avenue - 24,Louisville,KY,40216
TVK6W8HB,65.00,,2325,,2325 Rodman,Louisville,KY,40208
T8PX4XJ,217.00,,2329,,2329 Rodman,Louisville,KY,40208
TB56T8GB,1484.50,"Repaired cabinets 
Took up old flooring in kitchen 
Installed new vinyl flooring 
Installed trim and quarter round 
Installed faucet 
Installed drywall in kitchen  
Sprayed for mold 
Patched low spots in concrete in kitchen floor 
Installed p-trap 
Installed new supply lines 
Installed cabinet liners 
Repaired ceiling fan in living room area 
Installed new bulbs 
Installed new globe 
Caped dryer vent 
Repaired tub 
Caulked around shower 
Repaired bath room wall and painted  wall 
Repaired vanity faucet 
Repaired vanity drain
Covered hole behind furnace 
Painted kitchen walls 
Repaired stove 
Filled all holes 
Installed transition strips 
Installed back splash around kitchen counter top 
Repaired plug in back of building 
Repaired downspouts 
Repaired light on porch area 
Repaired common closet door installed vent 
Secured handrails in common areas 
Installed zip ties on ac disconnect boxes",2,,2511 Dixie Highway - 2,Louisville,KY,40216
TP9H9UH,2933.00,,1,,2209 7th Street Road - 1,Louisville,KY,40208
T28NCXT,175.00,,1,,9211 Wakulla Court,Louisville,KY,40299
TXP5AVN,102.50,,4,,4315 Southern Parkway - 4,Louisville,KY,40214
T635QCB,65.00,,B10,,4604 Southern Parkway - B10,Louisville,KY,40214
TN0M4L0,102.50,,3,,3409 Prestwood Drive - 3,Louisville,KY,40219
TQ3T50KB,80.00,,5,,7604 Garrison Road - 5,Louisville,KY,40214
T6E4WRI,600.00,"Removed old metal mailbox unit. 

Patched hole with drywall, tape and mud. 

Installed new locking mailboxes. 

Distributed keys to tenants.",11,,7602 Garrison Road - 11,Louisville,KY,40214
TZ2HUQT,305.00,,121,,4522 Winnrose Way 121,Louisville,KY,40211
TIBRCJ9,79.00,,122,,4522 Winnrose Way 122,Louisville,KY,40211
T60G0RU,147.00,,101,,4522 Winnrose Way 101,Louisville,KY,40211
TEY0ADT,172.50,,1,,512 Inverness Avenue,Louisville,KY,40214
TU53XELB,387.00,,1,,2513 Dixie Highway - 1,Louisville,KY,40216
T6Q1R4T,223.00,,3,,2511 Dixie Highway - 3,Louisville,KY,40216
TUJCBEGB,720.00,"Installed new dishwasher 
Installed new cord to dishwasher",1,,7729 Bluebonnet Rd,Louisville,KY,40258
TUHDDUZ,65.00,Sent electrician for repairs,1,,3409 Prestwood Drive - 1,Louisville,KY,40219
TGCMGID,65.00,,502,,502 Marian Village Dr.,Shelbyville,KY,40065
TC8K68H,130.00,,512,,512 Marian Village Dr.,Shelbyville,KY,40065
TWNGCKQ,152.00,,862,,862 Marian Village Dr.,Shelbyville,KY,40065
TTC70N9,182.50,"Materials include screws, staples, adhesive, etc.",1,,3606 Baymeadow Dr.,Louisville,KY,40258
T9ALBDC,130.00,,17,,111 E O'Bryan Avenue-17,Bardstown,KY,40004
TII2Q3L,97.50,,1,,10104 Nanka Rd,Louisville,KY,40272
TVR1IUR,65.00,,12,,7602 Garrison Road - 12,Louisville,KY,40214
TE2JKWG,102.50,,V10,,3320 Bardstown Road - V10,Louisville,KY,40218
T622U9I,313.17,,100,,100 Slate Run - 100,Bardstown,KY,40004
TVE056B,625.00,,13,,1743 Culbertson Avenue,New Albany,IN,47150
T5VNGYR,65.00,,8,,1743 Culbertson Avenue,New Albany,IN,47150
THJ9JWJB,147.50,,1,,1737 Culbertson Avenue - 1,New Albany,IN,47150
T76KN9EB,800.00,,1A,,300 Keeneland Drive - 1A,Elizabethtown,KY,42701
T05FAII,237.00,,7B,,402 North Hite Avenue,Louisville,KY,40206
T94DRTF,274.00,,2,,3216 Fordhaven Road - 2,Louisville,KY,40214
TXXV1UQ,80.00,,2,,184 Cannon Court - 2,Louisville,KY,40229
T6TECB,202.50,"Materials include drywall mud, trash bag, mud, etc.",A8,,4604 Southern Parkway - A8,Louisville,KY,40214
TBNQ46B,250.00,,A12,,4604 Southern Parkway - A12,Louisville,KY,40214
T3MAZ45,85.11,,3,,111 E O'Bryan Avenue -3,Bardstown,KY,40004
TVPI01C,97.50,,3,,1568 Illinois Road - 3,Radcliff,KY,40160
TYKEZBC,130.00,,1,,333 North 42nd Street,Louisville,KY,40212
TUFE6EG,142.50,,2,,2718 Rockford Lane - 2,Louisville,KY,40216
TE54UHB,65.00,,1,,3508 Janell Road,Louisville,KY,40216
TI5NKENB,312.00,,1,,1240 Algonquin Parkway,Louisville,KY,40208
TGYG6HQ,805.00,,2,,3216 Fordhaven Road - 2,Louisville,KY,40214
T640A4N,127.50,,2430-103,,2430 McKindree Ct-103,Louisville,KY,40211
T5RLZK4,237.00,,12,,621 Westport Road,Elizabethtown,KY,42701
T7FQHA9,205.00,,2430-206,,2430 McKindree Ct-206,Louisville,KY,40211
TK4FWN0,65.00,,2,,2511 Dixie Highway - 2,Louisville,KY,40216
T01AU3R,65.00,,2,,2515 Dixie Highway - 2,Shively,KY,40216
TF1TZCHB,147.50,"Materials include paper towels, plumbers putty, trash bag, etc.",3,,4903 Saddlebrook Lane - 3,Louisville,KY,40216
TAV1LC1,65.00,,4,,4909 Saddlebrook Lane - 4,Louisville,KY,40216
T2C2ACX,65.00,,6,,4902 Saddlebrook Lane - 6,Louisville,KY,40216
TTBLB5I,255.00,,108,,1743 Culbertson Avenue Apt 108,New Albany,IN,47150
TT4GFNY,487.50,,116,,4522 Winnrose Way,Louisville,KY,40211
T3NAYZLB,170.00,,3,,528 East Oak Street - 3,Louisville,KY,40203
TXA94K4,100.00,,7,,4315 Southern Parkway - 7,Louisville,KY,40214
TPDJZ9Q,97.50,,2,,221 Pope Street,Louisville,KY,40206
THT61D9,65.00,,38,,111 E O'Bryan Avenue-38,Bardstown,KY,40004
THHUGJW,130.00,,19,,111 E O'Bryan Avenue -19,Bardstown,KY,40004
TPKMPRJB,335.00,,2,,607 West Saint Catherine Street - 2,Louisville,KY,40203
T2EVB5KB,660.00,"Materials include caulk, nails, screws, etc.",1,,8300 Candleglow Lane,Louisville,KY,40214
THYRH21,428.00,,2325,,2325 Rodman,Louisville,KY,40208
T6J05IC,290.00,,1,,633 Iowa Avenue,Louisville,KY,40208
TPX6FA9,346.00,,1,,820 Winkler Avenue,Louisville,KY,40208
T48J2LP,900.00,,1,,2209 7th Street Road - 1,Louisville,KY,40208
TKYTEU8,110.00,,1,,3807 Hale Avenue,Louisville,KY,40211
TVAVJ0J,172.50,,117,,4522 Winnrose Way 117,Louisville,KY,40211
T0GE4XMB,162.50,,101,,4522 Winnrose Way 101,Louisville,KY,40211
TUFAD39,177.50,,1,,6604 Estele Ave,Louisville,KY,40214
TC2DEVF,65.00,,1,,514 Compton Street,Louisville,KY,40208
THCWLCC,202.50,,1,,1780 Wilart Drive,Louisville,KY,40210
TI1G8GKB,65.00,Will send owner approval,3,,715 M Street - 3,Louisville,KY,40208
THX44X2,267.50,,A10,,4604 Southern Parkway - A10,Louisville,KY,40214
TUF92DR,207.50,,A15,,4604 Southern Parkway - A15,Louisville,KY,40214
TANNTQD,100.00,,112,,1743 Culbertson Avenue,New Albany,IN,47150
TRKFMG9,236.00,,113,,1743 Culbertson Avenue,New Albany,IN,47150
TFPMMWX,237.00,,8,,1743 Culbertson Avenue,New Albany,IN,47150
TA76Z0JB,979.00,,12,,212 East 13th Street- 12,New Albany,IN,47150
TVRMD7X,305.00,,7,,1002 East Main St,New Albany,IN,47150
TMP3XAB,552.00,,3,,216 East 13th Street- 3,New Albany,IN,47150
TYHQ7GGB,213.00,,1,,1744 Dixdale Avenue,Louisville,KY,40210
T78ZAMAB,195.00,,118,,100 Slate Run - 118,Bardstown,KY,40004
TBN8FUM,297.50,"Materials include PVC cement, plumbers putty, paper towels, etc.",4,,184 Cannon Court - 4,Louisville,KY,40229
TKKUILIB,105.00,,3,,184 Cannon Court - 3,Louisville,KY,40229
T58P5K7,112.50,Referral for Allstate for heat,1,,4621 Silverleaf Dr,Louisville,KY,40213
T6HU99LB,765.00,,4,,3216 Fordhaven Road - 4,Louisville,KY,40214
TK2F8RFB,77.00,,B15,,4604 Southern Parkway - B15,Louisville,KY,40214
TQ804NH,65.00,,104,,7802 Alfred Schlatter Drive - 104,Louisville,KY,40214
T7FBXWQ,260.00,,1,,414 North 38th Street,Louisville,KY,40212
TGIKRHG,175.00,,1,,402 North 41st Street,Louisville,KY,40212
TTKTN5Z,65.00,,B,,170 Gillette Avenue - B,Louisville,KY,40214
T49VL58,65.00,,A,,170 Gillette Avenue A,Louisville,KY,40214
TA6NJQX,65.00,,8,,1743 Culbertson Avenue,New Albany,IN,47150
TXNZNP8,505.00,,3,,2613 West Main Street - 3,Louisville,KY,40212
TZREUWBB,97.50,Met PM and Police to gain entry into unit. Was still unable to get in.,A11,,4604 Southern Parkway - A11,Louisville,KY,40214
T11R98DB,77.00,,4,,4405 Kern Court - 4,Louisville,KY,40218
TNWKI5U,110.00,,2430-105,,2430 McKindree Ct-105,Louisville,KY,40211
TM7B9XAB,90.00,,2,,1709 Valley Forge Way - 2,Louisville,KY,40215
T2W85PF,72.00,,B12,,4604 Southern Parkway - B12,Louisville,KY,40214
TKYE1YDB,450.00,,1,,206 Millview Street,Sellersburg,IN,47172
TQ0YTBB,65.00,,3,,1747 East Oak Street - 3,New Albany,IN,47150
TDBY2L8,210.00,,1,,540 Dresden Avenue,Louisville,KY,40215
T44X7LQ,70.00,,8,,1002 East Main St,New Albany,IN,47150
T19LF5L,97.50,,1,,3508 Janell Road,Louisville,KY,40216
TG7N7MH,286.00,,2,,2211 Gerald Court - 2,Louisville,KY,40218
TYYD2UT,70.00,,2,,601 Revolutionary Road - 2,Louisville,KY,40214
TQE83WE,266.00,,4,,2211 Gerald Court - 4,Louisville,KY,40218
TG3D24P,316.00,,1,,254 Eldorado Avenue,Louisville,KY,40218
TXN671N,276.00,,1A,,300 Keeneland Drive - 1A,Elizabethtown,KY,42701
T65XUNDB,150.00,,1B,,306 Keeneland Drive - 1B,Elizabethtown,KY,42701
T6LKPXN,65.00,,1,,6221 Eureka Avenue,Louisville,KY,40216
TJXKLCX,110.00,,1,,2515 Dixie Highway - 1,Shively,KY,40216
TBVVI6D,110.00,,2,,2513 Dixie Highway - 2,Louisville,KY,40216
TR7HANL,65.00,,514,,514 Marian Village Dr.,Shelbyville,KY,40065
T75GJE7,65.00,,862,,862 Marian Village Dr.,Shelbyville,KY,40065
TILB6RQ,75.00,,860,,860 Marian Village Dr.,Shelbyville,KY,40065
T1KL2WK,65.00,,1,,4508 Lunenburg Drive,Louisville,KY,40245
TP3IH1CB,70.00,,11,,160 West Blue Lick Road - 11,Shepherdsville,KY,40165
T74DNLDB,175.00,,1,,4730 Southern Parkway - 1,Louisville,KY,40214
TG8FFWHB,494.00,"Repaired storm windows on front of house second floor 
The glass had done been replaced the last time we was out 

Repaired wall in laundry room area 
The wall was not setting on the concrete 
Cut out part of the bottom plate installed new plate 
Installed new trim 
Repaired door jam 
Installed weather stripping 
Secured wall",1,,5431 Count Fleet Drive,Louisville,KY,40272
T9LHL3V,134.50,,1,,4909 Saddlebrook Lane - 1,Louisville,KY,40216
TMV6HJ9,300.00,,1,,601 Revolutionary Road - 1,Louisville,KY,40214
T2GYYIP,237.00,,9,,212 East 13th Street- 9,New Albany,IN,47150
T8NAJF9,268.00,,5,,1568 Illinois Road - 5,Radcliff,KY,40160
TCCL3WF,334.00,,Unit 1,,927 N Lakeview Dr,Louisville,KY,40229
TBQ3N5Z,137.50,,1,,4728 Southern Parkway - 1,Louisville,KY,40214
TPGNDKHB,215.00,,647.5-4,,647.5 S 44th Street -4,Louisville,KY,40211
T5NYAQEB,310.00,Keyed unit to D key,2,,2718 Rockford Lane - 2,Louisville,KY,40216
T8ZJIIHB,293.00,,1,,3028 Wurtele Avenue,Louisville,KY,40216
TEYGPQD,85.00,,3,,1747 East Oak Street - 3,New Albany,IN,47150
TN4DZMD,246.50,,214,,1743 Culbertson Avenue,New Albany,IN,47150
TP4DRY,65.00,,1,,1810 Magazine Street,Louisville,KY,40203
TL1Y2IH,65.00,,2,,12511 East Orell Road - 2,Louisville,KY,40272
TBA238,905.00,Replaced element and turned stove on and it shorted out needs a news control board and a new element recommends we replace stove parts are to Expensive,6,,210 West Blue Lick Road - 6,Shepherdsville,KY,40165
T914BBF,172.50,"Materials include caulk, paper towels, trash bag, etc.",6,,4315 Southern Parkway - 6,Louisville,KY,40214
T8X1553,95.00,,3,,4315 Southern Parkway - 3,Louisville,KY,40214
TEJT5HLB,147.50,,3,,1710 Liberty Bell Way - 3,Louisville,KY,40215
TXKCJXLB,297.00,,1,,321 North 43rd Street,Louisville,KY,40212
T4I0YFZ,735.00,"Installed tree new burners on stove 
Walked unit with inspector passed inspection",5,,4730 Southern Parkway - 5,Louisville,KY,40214
TGTGPNCB,352.00,,7,,4728 Southern Parkway - 7,Louisville,KY,40214
TKXBQD6,216.50,"Materials include electrical tape, trash bags, etc.",1,,1744 Dixdale Avenue,Louisville,KY,40210
TJCCTGG,65.00,,1,,4910 Garden Green Way,Louisville,KY,40218
TQBAKNGB,65.00,,2,,2613 West Main Street - 2,Louisville,KY,40212
TQWV7XKB,80.00,,2,,607 West Saint Catherine Street - 2,Louisville,KY,40203
T5X16LGB,110.00,,1,,607 West Saint Catherine Street - 1,Louisville,KY,40203
TBQLCMN,160.00,,3,,1035 Baxter Ave - 3,Louisville,KY,40204
T8PIVFC,250.00,"Materials include. Drywall patch, mud, tape, caulk, etc.",1,,122 Oxford Place,Louisville,KY,40207
TMABWMG,65.00,,4017,,4017 Grandview Avenue,Saint Matthews,KY,40207
TGP9IEP,65.00,,All,,100 Slate Run - All,Bardstown,KY,40004
TG1TMMT,65.00,,1,,414 North 38th Street,Louisville,KY,40212
TMW81RM,90.00,,2,,1711 Valley Forge Way - 2,Louisville,KY,40215
TQFD7XKB,65.00,,1,,4315 Southern Parkway - 1,Louisville,KY,40214
TXGXX4U,564.00,"Walked unit with inspector 
Failed due to broken window 
Office will schedule for repairs 
We are closing this work order out and one will be crated for the window

Repaired handrails going up the first set of steps",2430-207,,2430 McKindree Ct-207,Louisville,KY,40211
TT5KX2H,65.00,,2325,,2325 Rodman,Louisville,KY,40208
TZ7J0VCB,507.00,,1,,12701 Ridgemoor Drive,Prospect,KY,40059
TRLZLT8,467.00,"Installed new frame insert for front door window 
Installed locks on front and back doors 
Repaired security door 
Repaired plug in living room 
Installed new kitchen faucet 
Repaired kitchen drain

Mike 3-23-23
Changed smoke detector batteries. Installed 10year lithium ion batteries. 

Replaced toilet fill valve. 

Reset dishwasher by disconnecting power, waiting 30 seconds, and adding several cups of water into the bottom. 
Dishwasher closes, starts, runs, and drains properly after repairs.",226,,4524 Winnrose Way 226,Louisville,KY,40211
TX6IZIX,238.00,,6,,4902 Saddlebrook Lane - 6,Louisville,KY,40216
TAD3LPGB,65.00,,1,,2718 Rockford Lane - 1,Louisville,KY,40216
TIDU927,336.00,,2,,1568 Illinois Road - 2,Radcliff,KY,40160
T0I2WJHB,65.00,,1,,929 Beecher Street,Louisville,KY,40215
TJJ46CX,75.00,,2327,,2327 Rodman,Louisville,KY,40208
TL3CI2P,65.00,,2311,,2311 Rodman,Louisville,KY,40208
TFVXD7J,127.50,,7,,1002 East Main St,New Albany,IN,47150
TZVXXNLB,70.00,,24,,1002 East Main St,New Albany,IN,47150
TGDTZNU,65.00,,25,,111 E O'Bryan Avenue -25,Bardstown,KY,40004
T6R7A5I,255.00,,1,,216 East 13th Street- 1,New Albany,IN,47150
TAILJH9,285.00,,1,,254 Eldorado Avenue,Louisville,KY,40218
TX36U1LB,189.00,,1,,4204 St Charles Ln,Louisville,KY,40218
T848IG5,177.00,,2420-109,,2420 McKindree Ct-109,Louisville,KY,40211
T5B4RJ6,162.00,,2420-209,,2430 McKindree Ct-209,Louisville,KY,40211
T93HJCH,156.00,,2420-110,,2430 McKindree Ct-110,Louisville,KY,40211
TTA4TAMB,155.00,,102,,4522 Winnrose Way 102,Louisville,KY,40211
TGMPZ1GB,65.00,,1B,,402 North Hite Avenue,Louisville,KY,40206
TMB618MB,307.50,,868,,868 Marian Village Dr.,Shelbyville,KY,40065
TAEU1BZ,130.00,,512,,512 Marian Village Dr.,Shelbyville,KY,40065
TRVY2R0,107.50,"Materials include paper towels, trash bags, etc.",1,,1744 Dixdale Avenue,Louisville,KY,40210
T63Q94CB,110.00,,748,,748 Marian Village Dr.,Shelbyville,KY,40065
TECAI2B,228.00,"Sprayed area for mold and mildew 
We are sending out roofers for roof and soffit and gutter repairs
There are multiple areas of flashing that needs to be repaired the gutter on the backside of building on the B-side is coming loose. There’s also soffit that needs to be put back in place. The roof leak is over unit 10 and a leak is in her bedroom in front of the window, this area is close to the fire break, we were scheduled for ceiling repairs at once. All of the roof repairs are completed.",10A,,402 North Hite Avenue,Louisville,KY,40206
TDK7LIEB,912.00,,1,,1793 West Lee Street,Louisville,KY,40210
TJPQ7NDB,208.00,,9,,212 East 13th Street- 9,New Albany,IN,47150
T14506N,65.00,,4,,4902 Saddlebrook Lane - 4,Louisville,KY,40216
TGGRQY6,70.00,,4,,2515 Dixie Highway - 4,Shively,KY,40216
TH7AVYLB,797.50,,7B,,402 North Hite Avenue,Louisville,KY,40206
T227KLP,97.50,,1,,376 Park Avenue,Radcliff,KY,40160
TD27XNE,241.00,,2A,,304 Keeneland Drive - 2A,Elizabethtown,KY,42701
TH75Z0T,130.00,,627-3,,627 S 44th Street -3,Louisville,KY,40211
T4QI7LT,216.00,,2,,4900 Saddlebrook Lane - 2,Louisville,KY,40216
TTEQB6C,158.00,,7,,4730 Southern Parkway - 7,Louisville,KY,40214
T110UFM,399.50,,5,,4728 Southern Parkway - 5,Louisville,KY,40214
TZVYKIX,97.50,"Walked unit for section8 repairs there was no power at this time
Test all plugs there are plugs that are loose though out the unit
Upstairs bedroom has two plugs with reverse polarity
Oven needs cleaned 

Estimated time for repairs  4.5 hours x’s Al and laborer 

Estimated price for materials $263.00",1,,1232 Carrico Avenue,Louisville,KY,40215
TM9KNQHB,65.00,,18,,1601 Gagel Avenue - 18,Louisville,KY,40216
TI11RY4,139.50,,1,,601 Revolutionary Road - 1,Louisville,KY,40214
TGQMF6,856.00,,5,,601 Revolutionary Road - 5,Louisville,KY,40214
