Meld,Work Category,Agent,Title,Description,Hours,Check in,Checkout,Unit,Property Name,Address line 1,City,State,Postal code
TQZNY41,LOCKS,Mike Guelda,Deadbolt,"Deadbolt to unit 3 storage in basement no longer working. 

Replaced deadbolt. Keyed to tenants basement key.",1.0,01/17/2023 15:00,01/17/2023 16:00,3,,1711 Valley Forge Way,Louisville,KY,40215
THAC1LJ,ELECTRICAL,Albert Hardesty,Maintenance,,2.0,01/17/2023 14:00,01/17/2023 16:00,2420-112,,2430 McKindree Ct,Louisville,KY,40211
TGMW0M0,SHOWER,Mike Guelda,Shower wall repair.,"Wall had soft spot due to grout leaking. 

Removed wet damaged drywall. 

Installed new drywall reinforced with 2x4. 

Cleaned and reinstalled tiles. 

Sealed tiles with caulk. 

Sealed multiple areas that looked like they needed it.

Informed tenant not to shower until tomorrow.",1.5,01/18/2023 08:00,01/18/2023 09:30,2,,12511 East Orell Road,Louisville,KY,40272
TKMILW7,PLUMBING,Mike Guelda,Kitchen faucet.,"Hot valve on faucet stuck in open position. Tenant was forced to use shut off valve under sink. 

Removed old faucet. Had to cut it out. 
Replaced with new. 
Installed new feed lines. 
Installed cabinet liner.",2.0,01/18/2023 09:30,01/18/2023 11:30,1,,7103 Chiswell Dr.,Louisville,KY,40258
TMQNL5HB,PLUMBING,Mike Guelda,Vanity faucet.,"Vanity faucet was just a drip and leaking from bottom. 

Replaced with new faucet and supply lines. 

No leaks after repair.",1.5,01/18/2023 15:00,01/18/2023 16:30,B6,,4604 Southern Parkway,Louisville,KY,40214
T8G1BBU,GENERAL,Mike Guelda,Multiple repairs,"Stove elements and drip pans were aging and needed replaced. 

Power supply for front left burner no longer functional. 

Replaced elements, drip pans, and power supply. 

All elements get hot after repair. 

Living room bifold closet door hinges were broken. 
Replaced with new bifold door. 

Toilet closet bolts were rusted and broken. Wax ring was no longer holding water.
Pulled toilet. 
Replaced wax ring and closet bolts. 
Reinstalled toilet. 
No leaks after repair.",3.0,01/18/2023 12:30,01/18/2023 15:30,B2,,4604 Southern Parkway,Louisville,KY,40214
T2RDNJ4,DRYWALL,Albert Hardesty,Maintenance,,2.5,01/18/2023 14:00,01/18/2023 16:30,4,,7602 Garrison Road,Louisville,KY,40214
TBR8H0,SMOKE_DETECTOR_CO_DETECTORS,Albert Hardesty,Maintenance,,1.5,01/18/2023 10:00,01/18/2023 11:30,1,,7602 Garrison Road,Louisville,KY,40214
TELJYBI,GENERAL,Albert Hardesty,Maintenance,,2.0,01/18/2023 09:30,01/18/2023 11:30,1,,1601-1603 Gagel Avenue,Louisville,KY,40216
T4DM193,HVAC,Albert Hardesty,Maintenance,,1.0,01/18/2023 13:00,01/18/2023 14:00,A,,170 Gillette Avenue,Louisville,KY,40214
TQZIB1DB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.0,01/18/2023 08:00,01/18/2023 09:00,6,,210 West Blue Lick Road,Shepherdsville,KY,40165
T62CUYH,PLUMBING,Mike Guelda,Bath faucet,"Tub faucet constant drip. 
Turned off water. 
Replaced cups and springs, ball valve, and seals. 

No drip after repair.",1.5,01/19/2023 08:00,01/19/2023 09:30,211,,1743 Culbertson Avenue,New Albany,IN,47150
T9RC8T1,DOORS,Mike Guelda,Back door closer.,"Closer arm had fallen out of bracket. 
Reinstalled arm, tightened all fittings.",1.0,01/19/2023 09:30,01/19/2023 10:30,109,,1743 Culbertson Avenue,New Albany,IN,47150
TYL1L5DB,PLUMBING,Mike Guelda,Shower diverter.,"Pulled diverter. Washer was old and damaged. 
Replaced washer with new. 

Diverter runs water to shower head fully when turned on.",1.0,01/19/2023 10:00,01/19/2023 11:00,2,,212-216 East 13th Street,New Albany,IN,47150
TJ2ZRRW,PLUMBING,Mike Guelda,Leak in bathroom closet.,"Removed debris from fallen ceiling. 
The area needs to dry out before repair can be completed.",1.0,01/19/2023 11:00,01/19/2023 12:00,4,,1002 East Main St,New Albany,IN,47150
T5TDINHB,LOCKS,Mike Guelda,Doorknob.,Replaced broken doorknobs with universal replacement.,1.0,01/11/2023 14:00,01/11/2023 15:00,3,,1035 Baxter Ave,Louisville,KY,40204
T9JZT4J,PLUMBING,Mike Guelda,Kitchen sink.,"Garbage disposal was leaking through the bottom. 

Consulted property owner, he said to get rid of disposal and install standard tubular waste. 

Removed disposal basket. 
While removing existing plumbing I noticed that other sink basket was loose and signs of leaking. 

Replaced both sink baskets with new. 

I stalled double sink tubular waste with dishwasher attachment. 

Ran water to test. 

No leaks after repair. 

Cut disposal wires back to wall. 

Disconnected switch from power supply. Installed switch cover.",2.0,01/19/2023 14:00,01/19/2023 16:00,8419,,8417 Damascus Circle,Louisville,KY,40228
TCDQ6WJB,GENERAL,Albert Hardesty,Maintenance,,3.0,01/19/2023 08:00,01/19/2023 11:00,1,,1908 Crums Lane,Louisville,KY,40216
TN3ANRMB,GENERAL,Albert Hardesty,Maintenance,,2.5,01/19/2023 15:00,01/19/2023 17:30,7B,,402 N. Hite Ave,Louisville,KY,40206
T6DMQKLB,WATER_DAMAGE,Albert Hardesty,Maintenance,,2.5,01/19/2023 12:00,01/19/2023 14:30,1,,5509 Phoenix Hill Ct,Louisville,KY,40207
TJCG093,BLINDS_WINDOW_TREATMENTS,Mike Guelda,Windows.,"Upstairs bedroom windows weren't closed and locked properly. 

Adjusted all windows untill closed and locked. 

Bathroom window wasn't closed and locked. 
Adjusted window to close and lock. 
Cut out and reinstalled caulk around window. 

Basement windows. 
First window was not closed properly. 
Cleaned dirt and debris from window. 
Closed and locked. 

Second basement window had some small cracks and gaps in caulk. 
Installed new caulk in gaps.

Exterior of house. 
Bathroom window had large gaps between brick and window wrap. 
Filled with expanding foam. 
Basement window had large cracks in caulk. 
Filled with exterior silicone sealant.",2.0,01/20/2023 08:00,01/20/2023 10:00,1,,315 South Shawnee Terrace,Louisville,KY,40212
TRIQ8KP,PLUMBING,Albert Hardesty,Maintenance,,3.5,01/20/2023 08:00,01/20/2023 11:30,1,,1630 S Preston Street,Louisville,KY,40217
TBPC4WJ,PLUMBING,Mike Guelda,Multiple repairs,"Garage door had several rollers off of track. 
Reinstalled rollers into track. Tested door for movement. 
Opens and closes fully after repair. 

Bathroom faucet was corroded and leaking from cold and hot handles.
Replaced faucet and supply lines.",2.0,01/20/2023 10:00,01/20/2023 12:00,1,,316 South 39th Street,Louisville,KY,40212
T8EJG6N,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,01/20/2023 11:00,01/20/2023 12:30,231,,4522 Winnrose Way,Louisville,KY,40211
TL2CX9M,GENERAL,Albert Hardesty,Maintenance,,1.5,01/20/2023 12:00,01/20/2023 13:30,123,,4522 Winnrose Way,Louisville,KY,40211
TY5PPCGB,PEST_CONTROL,Albert Hardesty,Maintenance,,2.0,01/20/2023 12:30,01/20/2023 14:30,130,,4522 Winnrose Way,Louisville,KY,40211
T2H55N5,GENERAL,Albert Hardesty,Maintenance,,1.0,01/20/2023 13:30,01/20/2023 14:30,126,,4522 Winnrose Way,Louisville,KY,40211
TEWJQKFB,OTHER_WORK_CATEGORY,Mike Guelda,Multiple repairs,"Cut out old caulk around bath tub and tub surround. 
Installed new caulk. 

Secured trim to left of front door. 
Caulked seams. 

Drywall mudded several holes and dents through house. 

Removed damaged baseboards in kitchen. 
Replaced baseboards and added new quarter round. 
Caulked seams.",3.0,01/20/2023 14:00,01/20/2023 17:00,1,,1742 Algonquin Parkway,Louisville,KY,40210
TCDQ6WJB,GENERAL,Albert Hardesty,Maintenance,,1.0,01/21/2023 08:00,01/21/2023 09:00,1,,1908 Crums Lane,Louisville,KY,40216
T0WRC1K,ELECTRICAL,Albert Hardesty,Maintenance,,1.5,01/20/2023 16:00,01/20/2023 17:30,125,,4522 Winnrose Way,Louisville,KY,40211
T5BFDF8,APPLIANCES,Albert Hardesty,Maintenance,,1.5,01/20/2023 15:30,01/20/2023 17:00,121,,4522 Winnrose Way,Louisville,KY,40211
T9AYH8P,PLUMBING,Mike Guelda,Multiple repairs.,"Leak was a PEX fitting above water heater. 
Cut out and replaced fitting. 

Screw had come loose from shower valve handle. 
Resecured screw and tightened set screw. 

Food debris present in kitchen sink upon arrival. 
Drained all water out of sink. 
Snaked drain. 
Old waste under sink was leaking in several places. 
Removed old waste and p trap. Installed new 1 1/2 inch waste and p trap. 

While working on leak in basement I noticed the exhaust line for the gas water heater wasn't installed properly. 
Installed new water heater exhaust hood. Secured all exhaust lines. Tested for draft.",4.0,01/23/2023 08:30,01/23/2023 12:30,1,,1763 West Lee Street,Louisville,KY,40210
T7CRX4M,OTHER_WORK_CATEGORY,Mike Guelda,Multiple repairs,"Leak under sink was caused by garbage disposal. 
Removed garbage disposal and installed new sink basket and tubular waste. 

Whirlpool bath upstairs will not come on. 
No breakers are thrown. 
No access to inner workings of tub. 

Mailbox had come off of nails in brick wall. 
Reinstalled mailbox and tapped nails to make sure they are secure. 

Drywall damage in bedroom ceiling caused by leak that has already been repaired.
Cut out damaged drywall. 
Installed drywall patch. 
Taped and mudded. 

Will have to return to sand and mud patch again before painting.",3.0,01/23/2023 13:00,01/23/2023 16:00,1,,122 Oxford Place,Louisville,KY,40207
TVWLYNE,DOORS,Mike Guelda,Door knobs.,"Back door knob is old style bezel lock. 
Adjusted knobs and tightened set screws. 

Same issue on bathroom knobs. 
Adjusted and tightened set screws.",1.0,01/23/2023 17:00,01/23/2023 18:00,1,,319 West Lee Street,Louisville,KY,40208
TCDQ6WJB,GENERAL,Albert Hardesty,Maintenance,,3.0,01/23/2023 08:00,01/23/2023 11:00,1,,1908 Crums Lane,Louisville,KY,40216
TEH2GRKB,LOCKS,Mike Guelda,Doorknob.,Replaced keyed doorknob with passage knob.,1.0,01/24/2023 08:00,01/24/2023 09:00,1,,126 Sanctuary Drive,Shepherdsville,KY,40165
TD48GH2,PLUMBING,Mike Guelda,Plumbing repair.,"Water lines to washing machine had frozen and burst in December. 

Cold line was repaired, hot line was capped. 

Shut off water. 
Cut off capped section of copper and PEX. 
Replaced with PEX fittings and shark bite.

Tenant had repaired dryer earlier. 
Front porch floor does not require repair.",2.0,01/24/2023 10:00,01/24/2023 12:00,1,,3926 S Second St,Louisville,KY,40214
T4VXFZIB,CARPENTRY,Mike Guelda,Closet door.,"Owner approved replacement of closet doors. 

Removed old closet doors and hardware. 

Installed new sliding closet doors.",2.0,01/24/2023 14:00,01/24/2023 16:00,1,,4206 Laura Avenue,Shively,KY,40216
TDZY88M,EXTERIOR,Albert Hardesty,Maintenance,,3.0,01/24/2023 12:00,01/24/2023 15:00,1,,6707 Fenske Ln,Louisville,KY,40258
TEXWA7W,TOILET,Albert Hardesty,Maintenance,,1.5,01/24/2023 16:30,01/24/2023 18:00,2A,,300 Keeneland Drive,Elizabethtown,KY,42701
T6LQ9VQ,ELECTRICAL,Albert Hardesty,Maintenance,,1.0,01/24/2023 18:00,01/24/2023 19:00,1B,,306 Keeneland Drive,Elizabethtown,KY,42701
TZRKAR2,GENERAL,Albert Hardesty,Maintenance,,1.5,01/24/2023 10:30,01/24/2023 12:00,7B,,402 N. Hite Ave,Louisville,KY,40206
TK35N0DB,DRYWALL,Mike Guelda,Ceiling leak in back room.,"Back room ceiling is showing signs of multiple roof leaks. 

Referral to roofers.",1.0,01/25/2023 08:00,01/25/2023 09:00,1,,318 North 43rd Street,Louisville,KY,40212
T6MFCJHB,APPLIANCES,Albert Hardesty,Maintenance,,3.0,01/25/2023 08:00,01/25/2023 11:00,4,,1002 East Main St,New Albany,IN,47150
T9T1AXHB,OTHER_WORK_CATEGORY,Mike Guelda,Multiple repairs.,"Bedroom door on first floor wasn't hitting strike plate. 
Adjusted strike plate. 
Door closes and locks after repair. 

Basement is leaking when it rains. We will have to return when it's not raining. 

Back porch light was old and no longer functional. 
Replaced with new motion sensor security light.",2.0,01/25/2023 09:00,01/25/2023 11:00,1,,439 North 38th Street,Louisville,KY,40212
TRIQ8KP,PLUMBING,Mike Guelda,Toilet supply line.,"Removed old corroded copper line. 

I stalled new PEX line and ball valve shut off.",1.5,01/25/2023 12:30,01/25/2023 14:00,1,,1630 S Preston Street,Louisville,KY,40217
TNXN202,DRYWALL,Mike Guelda,Bathroom ceiling repair.,"Applied texture finish to bathroom ceiling. 

Will need to return to sand and paint.",2.0,01/25/2023 14:00,01/25/2023 16:00,1,,1630 S Preston Street,Louisville,KY,40217
TWRUEGM,PLUMBING,Mike Guelda,Kitchen sink.,"Kitchen sink was stopped up upon arrival. 
Food debris visible floating in water. 

Cleared drain with snake. 
Food on snake. 

Tenant will be charged for service.",1.0,01/25/2023 17:00,01/25/2023 18:00,3,,4901 Saddlebrook Lane,Louisville,KY,40216
TAV00TMB,PLUMBING,Albert Hardesty,Maintenance,,1.5,01/25/2023 12:00,01/25/2023 13:30,1,,333 Mechanic Street,Jeffersonville,IN,47130
T4JH1GU,DOORS,Albert Hardesty,Maintenance,,1.5,01/25/2023 11:30,01/25/2023 13:00,109,,1743 Culbertson Avenue,New Albany,IN,47150
TNUDGXD,CIRCUIT_BREAKER,Albert Hardesty,Maintenance,,2.0,01/25/2023 14:00,01/25/2023 16:00,1,,6221 Eureka Avenue,Louisville,KY,40216
TPMHDKL,GENERAL,Albert Hardesty,Maintenance,,2.0,01/26/2023 08:00,01/26/2023 10:00,3,,810 West Vine Street,Radcliff,KY,40160
TAYFYICB,SMOKE_DETECTOR_CO_DETECTORS,Mike Guelda,Smoke detector,Replaced faulty smoke detector,1.0,01/26/2023 10:30,01/26/2023 11:30,10,,7602 Garrison Road,Louisville,KY,40214
TXPC50I,APPLIANCES,Mike Guelda,Refrigerator delivered.,"Removed broken refrigerator, delivered new.",1.0,01/26/2023 14:30,01/26/2023 15:30,3,,4733 South 3rd Street,Louisville,KY,40214
THVEQD5,LOCKS,Mike Guelda,Secure and rekey.,"Front door unlocked on arrival. 

Checked and locked all windows. 

Neither the front or back door deadbolts opened with our keys. 

Replaced both front and back deadbolts. 

Keyed to V.",1.0,01/26/2023 16:00,01/26/2023 17:00,1,,10602 Hillcross Court,Louisville,KY,40229
TT5Y03F,DOORS,Mike Guelda,Side entry door.,"Someone attempted to break into apartment through side door. 

Visible damage to weather strip, door, and deadbolt. 

Deadbolt no longer working. 

Replaced deadbolt. Keyed to G key.

I will return tomorrow afternoon to finish repairs.",1.5,01/26/2023 17:30,01/26/2023 19:00,2,,1705 Valley Forge Way,Louisville,KY,40215
TD69M7LB,GENERAL,Albert Hardesty,Maintenance,,3.0,01/26/2023 10:00,01/26/2023 13:00,2323,,2305 Rodman,Louisville,KY,40208
TIQ103X,PLUMBING,Albert Hardesty,M,,2.0,01/26/2023 16:00,01/26/2023 18:00,D5,,2505 Brownsboro Road,Louisville,KY,40206
THZW0VJB,LOCKS,Mike Guelda,Rekey and replaced locks.,"Rekey front door locks. 

Replaced two keyed entry knobs at rear of house. 

Keyed all locks to C key.",1.5,01/27/2023 08:30,01/27/2023 10:00,1,,515 East 11th Street,New Albany,IN,47150
TKFC4JC,PLUMBING,Mike Guelda,Leak and possible sink hole.,"Tenant spoke of sounds coming from behind mast bath shower. 

Floor and wall around sound was warm. 

Opened wall and found leaking shark bite fitting. 

Referral to Dixie Plumbing to replace shark bite fitting with permanent copper fitting. 

Also there is a hole opening next to sidewalk in front of house. 

It is difficult to determine if the leak and hole are related or just coincidence. 

No sign of foundation damage in house.",1.5,01/27/2023 10:00,01/27/2023 11:30,1,,813 Laurel Drive,Jeffersonville,IN,47130
TX0PCH3,DOORS,Mike Guelda,Storm door.,"Removed broken storm door. 

Estimate sent to owner to approve replacement.",1.0,01/27/2023 11:30,01/27/2023 12:30,1,,507 E. Maple St.,Jeffersonville,IN,47130
TT5Y03F,DOORS,Mike Guelda,Doors and exterior light.,"Acquired key for front and back common entry doors. 

Got copies made for apt 2. 

Replaced apartment front door deadbolt. Keyed to G. 

Replaced broken exterior light next to side door.",1.5,01/27/2023 13:30,01/27/2023 15:00,2,,1705 Valley Forge Way,Louisville,KY,40215
TV41QWGB,DOORS,Mike Guelda,Broken window.,"Glass to left of main entry door cracked and taped. 

Pulled trim holding window in. 

Removed broken glass. 

Installed and sealed new plexiglass pane. 

Reinstalled trim. 

Sealed window and trim.",1.5,01/27/2023 16:00,01/27/2023 17:30,1,,1431 Nightingale Road,Louisville,KY,40213
TLC0UW0,OTHER_WORK_CATEGORY,Mike Guelda,Water heater repair.,"Adjusted water heater exhaust.
Reattached water heater vent hood.",1.5,01/27/2023 18:30,01/27/2023 20:00,1,,6712 Stana Dr,Louisville,KY,40258
TRUG8Q4,ELECTRICAL,Mike Guelda,No power emergency call.,"Main breaker outside was in fault position on arrival. 

Went to breaker inside. Turned off all breakers. 
Reset main. 
Turned on individual breakers. 
Power stayed on. 
Started washer, dryer, furnace. Power stayed on. 
Turned oven on to Bake. 
Main breaker faulted. 

Turned oven breaker off. 
Reset main. 

Removed back panel from power supply on oven. 
Oven has 4 prong plug. 
Neutral ground strap still installed.
Removed neutral ground strap. 

Reset oven breaker. 
Ran furnace, dryer and oven at the same time. 
Main breaker staying on. 

Waited for oven to come to temp. 
Main breaker still staying on.",2.0,01/29/2023 10:30,01/29/2023 12:30,1B,,306 Keeneland Drive,Elizabethtown,KY,42701
TIZVUDI,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,01/27/2023 10:00,01/27/2023 12:00,3,,2211 Gerald Court,Louisville,KY,40218
TNGX4U8,WATER_DAMAGE,Albert Hardesty,Maintenance,,2.0,01/27/2023 12:00,01/27/2023 14:00,1,,5009 Delaware Drive,Louisville,KY,40218
TC0YA1LB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,01/27/2023 14:00,01/27/2023 16:00,106,,4522 Winnrose Way,Louisville,KY,40211
TXEYH20,ELECTRICAL,Albert Hardesty,Maintenance,,1.5,01/27/2023 16:00,01/27/2023 17:30,3,,4901 Saddlebrook Lane,Louisville,KY,40216
TWPGJXAB,PLUMBING,Albert Hardesty,Maintenance,,1.0,01/27/2023 10:30,01/27/2023 11:30,1,,129 East Wampum Avenue,Louisville,KY,40214
TXMZ4X4,SMOKE_DETECTOR_CO_DETECTORS,Albert Hardesty,Maintenance,,1.5,01/27/2023 09:00,01/27/2023 10:30,1,,2211 Gerald Court,Louisville,KY,40218
TW3FEMZ,DRYWALL,Albert Hardesty,Maintenance,,2.5,01/28/2023 09:00,01/28/2023 11:30,103,,4522 Winnrose Way,Louisville,KY,40211
TW3FEMZ,DRYWALL,Albert Hardesty,Maintenance,,2.0,01/29/2023 12:00,01/29/2023 14:00,103,,4522 Winnrose Way,Louisville,KY,40211
TVHPZY,PLUMBING,Mike Guelda,Kitchen sink low pressure.,"Kitchen sink had reduced pressure and loose handle. 

Removed aerator and removed calcium deposits. 

Resecured handle and tightened set screw. 

Sink has good pressure and handle holds firm after repair.",1.0,01/30/2023 08:30,01/30/2023 09:30,1,,3620 Vermont Avenue,Louisville,KY,40211
TNXN202,DRYWALL,Mike Guelda,Paint and sand.,"Sanded areas in bathroom and bedroom. 

Applied 2 coats of ceiling paint.

Clean up.",3.0,01/30/2023 10:00,01/30/2023 13:00,1,,1630 S Preston Street,Louisville,KY,40217
TE60BHFB,PLUMBING,Albert Hardesty,Maintenance,,1.5,01/30/2023 23:00,01/31/2023 00:30,15,,7607 Garrison Road,Louisville,KY,40214
TZQ4H65,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,01/30/2023 08:00,01/30/2023 10:00,1,,6604 Estele Ave,Louisville,KY,40214
