Meld,Quantity,Price,Total,Description,Creation Date,Unit,Property Name,Address line 1,City,State,Postal code
,1.50,65.00,97.5000,Unable to unclog drain. Dixie Plumbing was called out.,,3,,4809 Saddlebrook Lane - 3,Louisville,KY,40216
TU5Y6XI,,,162.50,,01/09/2023 16:54,115,,100 Slate Run - 115,Bardstown,KY,40004
,2.50,65.00,162.5000,"Removed old PTAC and installed new one, cleaned mold off front inner duct cover, re-taped duct with aluminum tape, reassembled ac cabinet",,115,,100 Slate Run - 115,Bardstown,KY,40004
T6WMZNK,,,65.00,,01/09/2023 17:12,147,,100 Slate Run - 147,Bardstown,KY,40004
,1.00,65.00,65.0000,Cleaned contact in socket /porch light fixture,,147,,100 Slate Run - 147,Bardstown,KY,40004
TPIWKAF,,,162.50,,01/09/2023 17:25,13,,111 E O'Bryan Avenue-13,Bardstown,KY,40004
,2.50,65.00,162.5000,Range tripping main breaker. Found burned out coil burner connector. Replaced connector but range still tripping main breaker. Need to replace range,,13,,111 E O'Bryan Avenue-13,Bardstown,KY,40004
T0TREZ0,,,97.50,,01/10/2023 06:34,4,,1908 Crums Lane - 4,Louisville,KY,40216
,1.50,65.00,97.5000,There’s no electricity going to the igniter box to the hot water heater repaired Power supply at hot water when I left,,4,,1908 Crums Lane - 4,Louisville,KY,40216
T29APFCB,,,327.50,,01/10/2023 06:37,1,,130 West Garrett Street,Louisville,KY,40214
,1.00,95.00,95.0000,Supplies,,1,,130 West Garrett Street,Louisville,KY,40214
,1.50,65.00,97.5000,Install two carbon dioxide detectors There is no heat the gas is turned off we will need to call LG&E first thing Tuesday morning,,1,,130 West Garrett Street,Louisville,KY,40214
,1.50,65.00,97.5000,Done walk through with code inspector passed inspection,,1,,130 West Garrett Street,Louisville,KY,40214
,1.50,25.00,37.5000,2nd tech's labor,,1,,130 West Garrett Street,Louisville,KY,40214
T1UN7CE,,,284.00,,01/10/2023 06:41,1,,4901 Saddlebrook Lane - 1,Louisville,KY,40216
,2.00,65.00,130.0000,Install new drip pans for stove Install wind stripping around front door Installed smoke/carbon Alarm inside unit Repaired front entry door,,1,,4901 Saddlebrook Lane - 1,Louisville,KY,40216
,2.00,25.00,50.0000,2nd tech's labor,,1,,4901 Saddlebrook Lane - 1,Louisville,KY,40216
,1.00,104.00,104.0000,Supplies,,1,,4901 Saddlebrook Lane - 1,Louisville,KY,40216
TW6IR7K,,,215.00,,01/10/2023 06:43,18,,1601 Gagel Avenue - 18,Louisville,KY,40216
,2.00,65.00,130.0000,Repaired access panel in bathroom snaked toilet multiple times Repaired front entry door to common area,,18,,1601 Gagel Avenue - 18,Louisville,KY,40216
,2.00,25.00,50.0000,2nd tech's labor,,18,,1601 Gagel Avenue - 18,Louisville,KY,40216
,1.00,35.00,35.0000,Supplies,,18,,1601 Gagel Avenue - 18,Louisville,KY,40216
TPTV3JFB,,,97.50,,01/10/2023 06:52,116,,4522 Winnrose Way 116,Louisville,KY,40211
,1.50,65.00,97.5000,Walk-through with section8 inspector had to pick up trash from roofers around unit Passed inspection,,116,,4522 Winnrose Way 116,Louisville,KY,40211
TCDQ6WJB,,,1906.00,"Repaired kitchen drain
Repaired and installed access panel behind stove filled all holes were rodents are coming in 
Boxed all floor heater vents all areas except living room we done that the last time 
Repaired backing under kitchen cabinet around plumbing
Repaired backing under vanity cabinet around plumbing

Repaired bedroom ceiling
Patched bathroom walls and ceiling
Cut out more damaged area in living room ceiling from water damage above
Repaired light in living room from water damage
Repaired shut off valve under vanity faucet
Repaired installed new stem kit and hardware for shower faucet
Unclogged tub drain
We still have more repairs to do office work schedule at the earliest convenience
Repaired front door 
Installed weather stripping around front door 
Installed new drywall 
Installed new insulation 
Applied first coat of drywall mud 
Repaired toilet 
Will be back on Tuesday
Applied second coat of drywall mud 
Painted water spots on all damaged areas 
Prepped and sprayed tub and walls will be back later today to add second coat on tub
Returned and applied second coat on tub 
Repaired bathroom wall applied second coat of drywall mud 
Will be back on Thursday to texture living room ceiling 

Tenant knows not to use tub for 48 hours
 Textured ceiling 
Painted bathroom walls 
All repairs have been completed 
The living room ceiling needs to be painted could not paint wet mud 
Office will schedule to paint ceiling
Installed new alarm in unit 
Installed new smoke/co2 alarm in basement
Painted living room ceiling 
All repairs are done for section8 and the water damage 
Walked unit with inspector passed inspection",01/10/2023 08:23,1,,1908 Crums Lane - 1,Louisville,KY,40216
,1.00,110.00,110.0000,Supplies,,1,,1908 Crums Lane - 1,Louisville,KY,40216
,5.00,65.00,325.0000,Al labor,,1,,1908 Crums Lane - 1,Louisville,KY,40216
,1.00,319.00,319.0000,Supplies,,1,,1908 Crums Lane - 1,Louisville,KY,40216
,5.00,25.00,125.0000,Mason labor,,1,,1908 Crums Lane - 1,Louisville,KY,40216
,4.00,65.00,260.0000,Al labor,,1,,1908 Crums Lane - 1,Louisville,KY,40216
,4.00,25.00,100.0000,Mason,,1,,1908 Crums Lane - 1,Louisville,KY,40216
,1.00,27.00,27.0000,Supplies,,1,,1908 Crums Lane - 1,Louisville,KY,40216
,3.00,65.00,195.0000,Al labor,,1,,1908 Crums Lane - 1,Louisville,KY,40216
,3.00,25.00,75.0000,Mason labor,,1,,1908 Crums Lane - 1,Louisville,KY,40216
,1.00,65.00,65.0000,Al labor,,1,,1908 Crums Lane - 1,Louisville,KY,40216
,1.00,70.00,70.0000,Supplies,,1,,1908 Crums Lane - 1,Louisville,KY,40216
,1.00,40.00,40.0000,Supplies,,1,,1908 Crums Lane - 1,Louisville,KY,40216
,3.00,65.00,195.0000,Al labor,,1,,1908 Crums Lane - 1,Louisville,KY,40216
TGEGMVF,,,135.00,,01/10/2023 08:30,1A,,304 Keeneland Drive - 1A,Elizabethtown,KY,42701
,1.50,65.00,97.5000,Repaired gfi in bathroom  Changed all breakers all tested good  Checked all plugs found gfi was not making good condition,,1A,,304 Keeneland Drive - 1A,Elizabethtown,KY,42701
,1.50,25.00,37.5000,2nd tech's labor,,1A,,304 Keeneland Drive - 1A,Elizabethtown,KY,42701
T4XZV3V,,,65.00,,01/10/2023 09:12,114,,100 Slate Run - 114,Bardstown,KY,40004
,1.00,65.00,65.0000,Cut out strike plate and door jamb so strike bolt entered strike plate hole properly,,114,,100 Slate Run - 114,Bardstown,KY,40004
TCMXXYIB,,,247.50,,01/10/2023 11:02,A,,1429 East Breckinridge Street - A,Louisville,KY,40204
,2.00,75.00,150.0000,materials lock set,,A,,1429 East Breckinridge Street - A,Louisville,KY,40204
,1.50,65.00,97.5000,Change locks,,A,,1429 East Breckinridge Street - A,Louisville,KY,40204
TQK6C1F,,,65.00,Inlet valve is bad needs to be replaced parts not  manufactured anymore needs to replace whole unit,01/10/2023 11:04,2,,221 Pope Street,Louisville,KY,40206
,1.00,65.00,65.0000,Diagnostic,,2,,221 Pope Street,Louisville,KY,40206
TF9V7PL,,,65.00,,01/10/2023 11:08,1,,1732 West Burnett Avenue,Louisville,KY,40210
,1.00,65.00,65.0000,Diagnostic. Refrigerator needs defrost timer and door seal,,1,,1732 West Burnett Avenue,Louisville,KY,40210
TJQ7FIX,,,130.00,,01/10/2023 11:24,123,,100 Slate Run - 123,Bardstown,KY,40004
,2.00,65.00,130.0000,Removed old PTAC and installed new one,,123,,100 Slate Run - 123,Bardstown,KY,40004
TTTKRQ7,,,65.00,,01/10/2023 12:23,3,,4730 Southern Parkway - 3,Louisville,KY,40214
,1.00,65.00,65.0000,Reset switch,,3,,4730 Southern Parkway - 3,Louisville,KY,40214
TZDCTWGB,,,90.00,,01/10/2023 13:46,2,,1431 Nightingale Road - 2,Louisville,KY,40213
,1.00,25.00,25.0000,Materials,,2,,1431 Nightingale Road - 2,Louisville,KY,40213
,1.00,65.00,65.0000,Unclogged drain,,2,,1431 Nightingale Road - 2,Louisville,KY,40213
TN62I0LB,,,171.03,,01/10/2023 14:40,19,,111 E O'Bryan Avenue -19,Bardstown,KY,40004
,1.00,73.53,73.5300,Materials/plexiglass window pane/glazing,,19,,111 E O'Bryan Avenue -19,Bardstown,KY,40004
,1.50,65.00,97.5000,"Swept up broken glass, replaced window pane, glazed around window pane",,19,,111 E O'Bryan Avenue -19,Bardstown,KY,40004
TRIRUTK,,,102.00,,01/10/2023 15:05,2325,,2325 Rodman,Louisville,KY,40208
,1.00,65.00,65.0000,Repaired back door jam,,2325,,2325 Rodman,Louisville,KY,40208
,1.00,25.00,25.0000,2nd tech's labor,,2325,,2325 Rodman,Louisville,KY,40208
,1.00,12.00,12.0000,Supplies,,2325,,2325 Rodman,Louisville,KY,40208
TH0KAXJB,,,232.00,,01/11/2023 09:41,5,,210 West Blue Lick Road - 5,Shepherdsville,KY,40165
,1.00,77.00,77.0000,Supplies,,5,,210 West Blue Lick Road - 5,Shepherdsville,KY,40165
,2.00,65.00,130.0000,Installed new kitchen faucet  Installed new supply line  Unclogged drain it was not clogged completely just a slow drain now draining fine,,5,,210 West Blue Lick Road - 5,Shepherdsville,KY,40165
,1.00,25.00,25.0000,2nd tech's labor,,5,,210 West Blue Lick Road - 5,Shepherdsville,KY,40165
TB8MYNU,,,65.00,,01/11/2023 09:47,1443,,1443 Thornberry Avenue,Louisville,KY,40215
,1.00,65.00,65.0000,Reset breaker,,1443,,1443 Thornberry Avenue,Louisville,KY,40215
TQZIB1DB,,,325.00,,01/11/2023 09:47,6,,210 West Blue Lick Road - 6,Shepherdsville,KY,40165
,1.00,145.00,145.0000,Supplies,,6,,210 West Blue Lick Road - 6,Shepherdsville,KY,40165
,2.00,25.00,50.0000,2nd tech's labor,,6,,210 West Blue Lick Road - 6,Shepherdsville,KY,40165
,2.00,65.00,130.0000,Repaired shower faucet  Installed new shower head  Repaired one side of stove  Installed one big burner  Repaired one switch  Stove needs one burner control switch for big burner  Office will schedule for repairs when parts come in Installed new switch for Double burner,,6,,210 West Blue Lick Road - 6,Shepherdsville,KY,40165
TM0D1ZY,,,65.00,"Looked at flooring there is damaged flooring in the hallway area 
Estimated price for materials $100
Estimated time for repairs 3.5 hours x’s 2",01/11/2023 10:34,2,,210 West Blue Lick Road - 2,Shepherdsville,KY,40165
,1.00,65.00,65.0000,Al,,2,,210 West Blue Lick Road - 2,Shepherdsville,KY,40165
TZDEBZAB,,,292.50,"Materials include, screws, nails, strike plate, etc.",01/11/2023 10:34,1,,2918 Slevin Street,Louisville,KY,40212
,2.50,65.00,162.5000,Labor,,1,,2918 Slevin Street,Louisville,KY,40212
,1.00,40.00,40.0000,Weather strip,,1,,2918 Slevin Street,Louisville,KY,40212
,1.00,20.00,20.0000,Hinges,,1,,2918 Slevin Street,Louisville,KY,40212
,1.00,30.00,30.0000,Door handle and latch,,1,,2918 Slevin Street,Louisville,KY,40212
,1.00,40.00,40.0000,Materials,,1,,2918 Slevin Street,Louisville,KY,40212
T7W7YNLB,,,88.00,,01/11/2023 11:30,500,,500 Marian Village Dr.,Shelbyville,KY,40065
,1.00,23.00,23.0000,Materials,,500,,500 Marian Village Dr.,Shelbyville,KY,40065
,1.00,65.00,65.0000,Tub seal bad flex seal tub seal,,500,,500 Marian Village Dr.,Shelbyville,KY,40065
THJXC0JB,,,65.00,,01/11/2023 11:44,872,,872 Marian Village Dr.,Shelbyville,KY,40065
,1.00,65.00,65.0000,Repaired leak,,872,,872 Marian Village Dr.,Shelbyville,KY,40065
TNL3Q6D,,,65.00,,01/11/2023 11:57,748,,748 Marian Village Dr.,Shelbyville,KY,40065
,1.00,65.00,65.0000,checked condition of the floors,,748,,748 Marian Village Dr.,Shelbyville,KY,40065
T3X384HB,,,65.00,,01/11/2023 12:02,746,,746 Marian Village Dr.,Shelbyville,KY,40065
,1.00,65.00,65.0000,BATHROOM FAN COVER WAS LOOSE TIGHTEN UP COVER,,746,,746 Marian Village Dr.,Shelbyville,KY,40065
T27AW1E,,,175.00,"Materials include paper towels, sealant, screws, trash bags, etc.",01/11/2023 13:17,1,,1763 West Lee Street,Louisville,KY,40210
,1.00,30.00,30.0000,Mailbox,,1,,1763 West Lee Street,Louisville,KY,40210
,2.00,65.00,130.0000,Gas to stove was turned off at stove.  Turned gas on and checked for leaks.  No leaks.  Tested stove.  Two elements and oven not lighting.   Will schedule a time to deliver a new stove. (black or stainless)   Installed mailbox to right of door.   Kitchen drain was clogged.  Ran snake in drain.  Ran water for several minutes to test.  No clog after repair.,,1,,1763 West Lee Street,Louisville,KY,40210
,1.00,15.00,15.0000,Materials,,1,,1763 West Lee Street,Louisville,KY,40210
TXEIRN0,,,127.50,,01/11/2023 14:23,3,,1035 Baxter Ave - 3,Louisville,KY,40204
,1.50,65.00,97.5000,Replaced original knob with universal replacement.,,3,,1035 Baxter Ave - 3,Louisville,KY,40204
,1.00,30.00,30.0000,Knobs,,3,,1035 Baxter Ave - 3,Louisville,KY,40204
TWG4NY3,,,65.00,,01/11/2023 14:34,16,,1601 Gagel Avenue - 16,Louisville,KY,40216
,1.00,65.00,65.0000,Kitchen sink backs up when upstairs neighbor uses sink.   My snake could not reach the clog.   Referral to Dixie Plumbing.,,16,,1601 Gagel Avenue - 16,Louisville,KY,40216
T33TKBL,,,77.00,,01/11/2023 20:13,506,,506 Marian Village Dr.,Shelbyville,KY,40065
,1.00,12.00,12.0000,Materials,,506,,506 Marian Village Dr.,Shelbyville,KY,40065
,1.00,65.00,65.0000,Replace handle,,506,,506 Marian Village Dr.,Shelbyville,KY,40065
TJYQE3N,,,215.00,,01/11/2023 20:31,11,,212 East 13th Street- 11,New Albany,IN,47150
,2.00,65.00,130.0000,Repaired and installed new shut off valve for toilet  The line had broken  Cleaned up water  Repaired main water shut off valve in basement it as leaking repaired packing nut,,11,,212 East 13th Street- 11,New Albany,IN,47150
,1.00,35.00,35.0000,Supplies,,11,,212 East 13th Street- 11,New Albany,IN,47150
,2.00,25.00,50.0000,2nd tech's labor,,11,,212 East 13th Street- 11,New Albany,IN,47150
T7GE12M,,,65.00,,01/12/2023 15:29,1,,4208 Taylor Boulevard - 1,Louisville,KY,40215
,1.00,65.00,65.0000,Diagnosed issue. Water is restricted somewhere. Sending Dixie Plumbing,,1,,4208 Taylor Boulevard - 1,Louisville,KY,40215
T2DQIVJB,,,199.00,,01/12/2023 16:13,104,,4522 Winnrose Way 104,Louisville,KY,40211
,2.00,65.00,130.0000,"Blinds in bedroom were not properly installed, and damaged when they fell off the brackets.   Installed 2 new 39"" blinds in bedroom.   Toilet was unlevel and rocked slightly.  Installed shims where needed and tightened closet bolts.   Toilet seat was loose.  Adjusted seat and tightened bolts.   Roofing crew had already cleaned up nails and debris outside.",,104,,4522 Winnrose Way 104,Louisville,KY,40211
,2.00,27.00,54.0000,Blinds,,104,,4522 Winnrose Way 104,Louisville,KY,40211
,1.00,15.00,15.0000,Toilet shims,,104,,4522 Winnrose Way 104,Louisville,KY,40211
THGT3JT,,,598.00,"Installed switch control for front big burner 
Installed drip pans 
Stove is working properly 
Microwave is working properly",01/12/2023 16:20,109,,4522 Winnrose Way 109,Louisville,KY,40211
,2.00,65.00,130.0000,Labor,,109,,4522 Winnrose Way 109,Louisville,KY,40211
,4.00,52.00,208.0000,Stove elements,,109,,4522 Winnrose Way 109,Louisville,KY,40211
,4.00,10.00,40.0000,Drip pans,,109,,4522 Winnrose Way 109,Louisville,KY,40211
,2.00,65.00,130.0000,Installed drip pans  Stove is working properly  Microwave is working properly,,109,,4522 Winnrose Way 109,Louisville,KY,40211
,1.00,90.00,90.0000,Supplies,,109,,4522 Winnrose Way 109,Louisville,KY,40211
T0LNGUF,,,205.00,"Materials include strike plates, blank covers, screws, etc.",01/12/2023 16:29,231,,4524 Winnrose Way 231,Louisville,KY,40211
,2.00,65.00,130.0000,"Checked for leaks in attic space.  It is raining today and I did not see any drips or leaks.  If more water leaks, the tenant will take pictures and we will go from there.   Front door weatherstrips we're worn and damaged.  Replaced with new weather strip.   Replaced screws in top hinge on front door.   Front door was missing both strike plates for knob and deadbolt.   Installed new strike plates.   Transition strips between carpet and linoleum are broken.   Will return with proper equipment to complete the job.",,231,,4524 Winnrose Way 231,Louisville,KY,40211
,1.00,40.00,40.0000,Weather strip,,231,,4524 Winnrose Way 231,Louisville,KY,40211
,1.00,35.00,35.0000,Materials,,231,,4524 Winnrose Way 231,Louisville,KY,40211
TW86ABDB,,,65.00,,01/12/2023 16:31,1,,3028 Wurtele Avenue,Louisville,KY,40216
,1.00,65.00,65.0000,Main line issue.   Sump pump is connected to main sewer line.   When running water anywhere in house the water backs up the sump pump line and back into the basement.   Referral to Dixie Plumbing.,,1,,3028 Wurtele Avenue,Louisville,KY,40216
TXX5WXW,,,227.50,,01/12/2023 20:27,134,,100 Slate Run - 134,Bardstown,KY,40004
,3.50,65.00,227.5000,Labor,,134,,100 Slate Run - 134,Bardstown,KY,40004
TV7284Z,,,257.50,,01/13/2023 06:33,2,,810 West Vine Street - 2,Radcliff,KY,40160
,1.00,90.00,90.0000,Supplies,,2,,810 West Vine Street - 2,Radcliff,KY,40160
,2.00,65.00,130.0000,Repaired front door jam installed new hinge  Installed new door closer  Repaired front porch light,,2,,810 West Vine Street - 2,Radcliff,KY,40160
,1.50,25.00,37.5000,2nd tech's labor,,2,,810 West Vine Street - 2,Radcliff,KY,40160
T27YPM9,,,335.00,"Repaired vanity faucet 
Repaired toilet 
Cut hole in wall to repair water lines 
Installed two new shutoff valves and washer shutoff valves 
Installed new supply lines 
Repaired wall installed access panel",01/13/2023 06:46,6,,621 Westport Road,Elizabethtown,KY,42701
,3.00,65.00,195.0000,Had to cut wall out to repair washer supply lines  Installed new supply shut off valves  Installed new supply lines  Repaired toilet  Repaired vanity faucet,,6,,621 Westport Road,Elizabethtown,KY,42701
,1.00,25.00,25.0000,2nd tech's labor,,6,,621 Westport Road,Elizabethtown,KY,42701
,1.00,115.00,115.0000,Supplies,,6,,621 Westport Road,Elizabethtown,KY,42701
TK421DB,,,255.00,,01/13/2023 06:51,2B,,304 Keeneland Drive - 2B,Elizabethtown,KY,42701
,1.50,65.00,97.5000,Drilled locks  Installed new locks keyed to v key  Repaired door jam so door wood latch,,2B,,304 Keeneland Drive - 2B,Elizabethtown,KY,42701
,1.50,25.00,37.5000,2nd tech's labor,,2B,,304 Keeneland Drive - 2B,Elizabethtown,KY,42701
,1.00,120.00,120.0000,Supplies,,2B,,304 Keeneland Drive - 2B,Elizabethtown,KY,42701
TWP4I8H,,,102.50,,01/13/2023 06:54,4,,1568 Illinois Road - 4,Radcliff,KY,40160
,1.00,5.00,5.0000,Supplies,,4,,1568 Illinois Road - 4,Radcliff,KY,40160
,1.50,65.00,97.5000,Installed light bulb  The only light is the porch lights for the units they are controlled by switch inside units,,4,,1568 Illinois Road - 4,Radcliff,KY,40160
TXXBRDH,,,220.00,,01/13/2023 07:00,1,,810 West Vine Street - 1,Radcliff,KY,40160
,2.00,65.00,130.0000,Repaired kitchen sink drain  Repaired plug for faucet sprayer  Caulked all around sink  Repaired shut off valve,,1,,810 West Vine Street - 1,Radcliff,KY,40160
,2.00,25.00,50.0000,2nd tech's labor,,1,,810 West Vine Street - 1,Radcliff,KY,40160
,1.00,40.00,40.0000,Supplies,,1,,810 West Vine Street - 1,Radcliff,KY,40160
TLGD1X9,,,65.00,,01/13/2023 08:19,1,,505 North 38th Street,Louisville,KY,40212
,1.00,65.00,65.0000,"Refrigerator is brand new. Freezer is overloaded, preventing cold air from making it to refrigerator.   Informed tenant to reduce amount of food in freezer. If problem persists after clearing freezer to call us.   Checked compressor just to be sure.  Compressor is quiet, and not hot to the touch.",,1,,505 North 38th Street,Louisville,KY,40212
TRJY28BB,,,65.00,"Looked at gutters 
 The gutter is hanging and twisted. There is two spot that would need to be cut out and piece together with a sleeve  repair downspout 

Estimated time 2.5 hours  x’s 2 
Estimated price for materials $63.00

Office will schedule for repairs whit owner’s approval",01/13/2023 08:49,1,,414 North 38th Street,Louisville,KY,40212
,1.00,65.00,65.0000,Al labor,,1,,414 North 38th Street,Louisville,KY,40212
TGXM7C8,,,260.00,,01/13/2023 09:14,1,,2922 South 5th Street,Louisville,KY,40208
